0,200,700,750,765,875,940,1020,1245,1550,1640,1800
0,1,1,1,1,1,1,1,1,1,1,1
1,1.000042021,1.000042021,0.99991402,1.000021454,1.000004991,0.999963765,0.999976234,0.999981318,0.999958779,0.99984363,0.99984363
2,0.999946557,0.999946557,0.999841234,0.999944549,0.999942828,0.999892195,0.999894978,0.999896265,0.999809727,0.999804744,0.999804744
3,0.999785276,0.999785276,0.9997339,0.999821371,0.999810084,0.999748671,0.999706015,0.999695797,0.999598787,0.999526593,0.999526593
4,0.999851911,0.999851911,0.999676321,0.999785114,0.999760631,0.9996772,0.999666651,0.999585026,0.999482568,0.999467801,0.999467801
5,0.999600145,0.999600145,0.999563252,0.999657136,0.999594568,0.999487299,0.999466409,0.999327878,0.999142198,0.998916724,0.998916724
6,0.999466021,0.999466021,0.999421142,0.999483142,0.999431179,0.99926661,0.999188536,0.999016956,0.998803822,0.998433804,0.998433804
7,0.999144877,0.999144877,0.999150532,0.999219067,0.999158849,0.998961323,0.998858858,0.998603829,0.998349753,0.997937124,0.997937124
8,0.998987416,0.998987416,0.999007448,0.999126622,0.998961639,0.998777689,0.99862321,0.99828142,0.99794299,0.99767378,0.99767378
9,0.998619231,0.998619231,0.998596615,0.998710999,0.998505282,0.998324676,0.99816297,0.997671788,0.997269585,0.997070281,0.997070281
10,0.998298425,0.998298425,0.99827212,0.998366329,0.998152641,0.997898471,0.997685965,0.997116481,0.996652252,0.996612335,0.996612335
11,0.998047244,0.998047244,0.998010036,0.998106526,0.997843918,0.997544751,0.997253279,0.996596883,0.996020487,0.995694368,0.995694368
12,0.997551653,0.997551653,0.997684208,0.997773067,0.997395337,0.997083503,0.996740643,0.995907106,0.995221404,0.994990773,0.994990773
13,0.997170313,0.997170313,0.997256199,0.997333669,0.996945236,0.996583687,0.996158877,0.995194535,0.994438642,0.994312363,0.994312363
14,0.997015362,0.997015362,0.996949419,0.997033266,0.99655414,0.996138228,0.995676728,0.994538919,0.993726207,0.993594607,0.993594607
15,0.996223648,0.996223648,0.996337958,0.996424549,0.995878874,0.995432061,0.994870415,0.993604727,0.9926466,0.992298809,0.992298809
16,0.995966108,0.995966108,0.995996357,0.996078897,0.995457638,0.994939363,0.994327558,0.992873527,0.991846438,0.991697159,0.991697159
17,0.99555485,0.99555485,0.995437098,0.995519113,0.994841535,0.994256294,0.993546226,0.991923604,0.990779304,0.990649034,0.990649034
18,0.994944295,0.994944295,0.994924532,0.994959889,0.994161222,0.993518202,0.992749961,0.990922146,0.989697997,0.989562458,0.989562458
19,0.994244645,0.994244645,0.99420308,0.994272812,0.993439388,0.992674537,0.991826352,0.989788895,0.988487764,0.988326965,0.988326965
20,0.993833533,0.993833533,0.993758051,0.99374321,0.992869222,0.99204963,0.991099786,0.988852323,0.987455091,0.987196169,0.987196169
21,0.993217157,0.993217157,0.993229232,0.993307512,0.992227125,0.991353773,0.990285047,0.987841758,0.986290253,0.986109282,0.986109282
22,0.992623934,0.992623934,0.992633037,0.992645483,0.991472247,0.990535519,0.989366861,0.986654769,0.985015725,0.984796425,0.984796425
23,0.992099321,0.992099321,0.99205815,0.992058012,0.990803312,0.989767748,0.988470154,0.985530757,0.983845461,0.983625527,0.983625527
24,0.991721012,0.991721012,0.991526185,0.991521107,0.990185923,0.989067434,0.987645681,0.984434268,0.982555346,0.982336653,0.982336653
25,0.991150341,0.991150341,0.990961742,0.99102509,0.989511925,0.988295757,0.98678104,0.983296377,0.98129216,0.981232623,0.981232623
26,0.9906435,0.9906435,0.990572235,0.990587669,0.988988501,0.987641067,0.985979372,0.982189489,0.980043069,0.979762349,0.979762349
27,0.990223733,0.990223733,0.99015381,0.99017888,0.988426841,0.986973265,0.985204209,0.981106243,0.978804863,0.978664849,0.978664849
28,0.990029493,0.990029493,0.989838169,0.989868259,0.987980096,0.986451044,0.984521275,0.980057988,0.977581846,0.977342768,0.977342768
29,0.989745217,0.989745217,0.989463011,0.98945637,0.987444738,0.985790677,0.983713427,0.978905455,0.976220692,0.975782465,0.975782465
30,0.989483047,0.989483047,0.989362111,0.989334657,0.987196093,0.98540974,0.983182903,0.977967088,0.97506919,0.974566659,0.974566659
31,0.989873621,0.989873621,0.98945841,0.989364559,0.987089707,0.985196063,0.982798859,0.977139261,0.973991336,0.973502088,0.973502088
32,0.989663888,0.989663888,0.989525448,0.98940813,0.986953882,0.984904352,0.982331462,0.976211995,0.972847786,0.972126891,0.972126891
33,0.990120796,0.990120796,0.989718219,0.989650087,0.986968546,0.98484938,0.982046464,0.975504087,0.971798258,0.971094217,0.971094217
34,0.990575303,0.990575303,0.99005919,0.989977829,0.987118392,0.984814896,0.98185277,0.974769908,0.970805541,0.96994592,0.96994592
